"x","y","fips","abbr","full","county"
-934462.65061271,304509.71778009,"30049","MT","Montana","Lewis and Clark County"
-809100.52618044,441715.49942386,"30051","MT","Montana","Liberty County"
-1128916.25311364,511119.94256306,"30053","MT","Montana","Lincoln County"
-436425.0061708,305166.7320433,"30055","MT","Montana","McCone County"
-926206.87788899,106419.30719385,"30057","MT","Montana","Madison County"
-815080.87274815,216342.96560393,"30059","MT","Montana","Meagher County"
-1114346.36366342,330576.84190959,"30061","MT","Montana","Mineral County"
-1057017.17284981,303767.19630984,"30063","MT","Montana","Missoula County"
-648529.28647191,200323.47312075,"30065","MT","Montana","Musselshell County"
-825750.69761401,82098.56107282,"30067","MT","Montana","Park County"
-625501.03007436,253852.04730892,"30069","MT","Montana","Petroleum County"
-570834.5804398,429768.17452054,"30071","MT","Montana","Phillips County"
-903773.30763413,437161.27410759,"30073","MT","Montana","Pondera County"
-439620.26257999,59266.81522361,"30075","MT","Montana","Powder River County"
-967586.38761021,244487.58506924,"30077","MT","Montana","Powell County"
-400821.26936539,207548.93962359,"30079","MT","Montana","Prairie County"
-1081999.45562293,218246.53343301,"30081","MT","Montana","Ravalli County"
-341753.93681445,328223.91396776,"30083","MT","Montana","Richland County"
-393545.19593517,382622.33308941,"30085","MT","Montana","Roosevelt County"
-505255.0919703,191487.5015349,"30087","MT","Montana","Rosebud County"
-1111140.19505755,397672.41010857,"30089","MT","Montana","Sanders County"
-326441.15877522,424065.91014488,"30091","MT","Montana","Sheridan County"
-974928.29764669,176997.08578634,"30093","MT","Montana","Silver Bow County"
-712455.73177318,129348.06046914,"30095","MT","Montana","Stillwater County"
-764949.70431629,149767.3199738,"30097","MT","Montana","Sweet Grass County"
-914268.78993474,387506.5557337,"30099","MT","Montana","Teton County"
-857488.9291415,473938.08148849,"30101","MT","Montana","Toole County"
-556408.90365617,163257.09587609,"30103","MT","Montana","Treasure County"
-486162.66978367,403252.42799913,"30105","MT","Montana","Valley County"
-757226.86665056,209316.91823648,"30107","MT","Montana","Wheatland County"
-324550.37324627,207987.73749146,"30109","MT","Montana","Wibaux County"
-654819.03294319,127586.0067773,"30111","MT","Montana","Yellowstone County"
126774.89307965,-496359.57435774,"31001","NE","Nebraska","Adams County"
159402.11122295,-317674.70859331,"31003","NE","Nebraska","Antelope County"
-141125.05274499,-379962.0082283,"31005","NE","Nebraska","Arthur County"
-308855.40280137,-376956.60617222,"31007","NE","Nebraska","Banner County"
1925.7786705,-343182.25391756,"31009","NE","Nebraska","Blaine County"
160996.48432292,-363385.46745826,"31011","NE","Nebraska","Boone County"
-254613.10471064,-304214.02264566,"31013","NE","Nebraska","Box Butte County"
115412.20978168,-232975.45856742,"31015","NE","Nebraska","Boyd County"
6319.71655618,-287128.63985818,"31017","NE","Nebraska","Brown County"
81158.37739475,-460674.93694487,"31019","NE","Nebraska","Buffalo County"
302355.27044069,-341420.49840677,"31021","NE","Nebraska","Burt County"
239883.08455554,-416769.7326144,"31023","NE","Nebraska","Butler County"
334201.45303116,-445424.44569102,"31025","NE","Nebraska","Cass County"
224998.75941565,-262455.64188119,"31027","NE","Nebraska","Cedar County"
-143667.23935136,-496060.06684013,"31029","NE","Nebraska","Chase County"
-66814.58430688,-272834.72477519,"31031","NE","Nebraska","Cherry County"
-250402.84699372,-415618.42638102,"31033","NE","Nebraska","Cheyenne County"
164799.32683483,-495564.64782508,"31035","NE","Nebraska","Clay County"
242973.64698209,-376079.45677772,"31037","NE","Nebraska","Colfax County"
265836.4919165,-337626.27009724,"31039","NE","Nebraska","Cuming County"
22434.94510094,-400886.31085755,"31041","NE","Nebraska","Custer County"
281210.8443576,-284582.54833219,"31043","NE","Nebraska","Dakota County"
-255503.73189983,-250467.44073253,"31045","NE","Nebraska","Dawes County"
15681.42663969,-458726.26113069,"31047","NE","Nebraska","Dawson County"
-195714.50794518,-429441.5629021,"31049","NE","Nebraska","Deuel County"
256835.376237,-265535.89194901,"31051","NE","Nebraska","Dixon County"
277280.52054012,-373394.91045706,"31053","NE","Nebraska","Dodge County"
321810.16611297,-404723.01541688,"31055","NE","Nebraska","Douglas County"
-142493.86409104,-534730.09632962,"31057","NE","Nebraska","Dundy County"
203267.70472347,-494540.36595256,"31059","NE","Nebraska","Fillmore County"
89033.79014786,-535621.02857017,"31061","NE","Nebraska","Franklin County"
-35680.75275843,-497339.38582204,"31063","NE","Nebraska","Frontier County"
7467.18976562,-536184.35720014,"31065","NE","Nebraska","Furnas County"
281364.6439906,-530273.68255667,"31067","NE","Nebraska","Gage County"
-192310.0051052,-379918.14427719,"31069","NE","Nebraska","Garden County"
83499.12583871,-342527.54395906,"31071","NE","Nebraska","Garfield County"
15892.52967719,-497535.16596243,"31073","NE","Nebraska","Gosper County"
-143799.37676683,-341047.09423037,"31075","NE","Nebraska","Grant County"
123043.00509431,-380497.37911244,"31077","NE","Nebraska","Greeley County"
126015.58833864,-457685.75294124,"31079","NE","Nebraska","Hall County"
166159.47366458,-459392.27198129,"31081","NE","Nebraska","Hamilton County"
50653.51307545,-535991.41102237,"31083","NE","Nebraska","Harlan County"
-89604.19937668,-496931.82837182,"31085","NE","Nebraska","Hayes County"
-88580.41717895,-535649.28993263,"31087","NE","Nebraska","Hitchcock County"
100711.53525879,-282968.53773303,"31089","NE","Nebraska","Holt County"
-93981.11427563,-342211.85118869,"31091","NE","Nebraska","Hooker County"
124123.98780468,-419067.18567137,"31093","NE","Nebraska","Howard County"
242920.85944693,-532047.43270423,"31095","NE","Nebraska","Jefferson County"
316428.71803908,-505012.89655943,"31097","NE","Nebraska","Johnson County"
88532.45437517,-499420.83702597,"31099","NE","Nebraska","Kearney County"
-139720.9974495,-421056.02332766,"31101","NE","Nebraska","Keith County"
33399.95974898,-237729.65319538,"31103","NE","Nebraska","Keya Paha County"
-310761.45063132,-415662.65354355,"31105","NE","Nebraska","Kimball County"
183774.25796037,-260422.89018681,"31107","NE","Nebraska","Knox County"
279006.43041635,-463444.32430846,"31109","NE","Nebraska","Lancaster County"
-64399.58528365,-439168.19793948,"31111","NE","Nebraska","Lincoln County"
-40095.64387225,-381575.31922694,"31113","NE","Nebraska","Logan County"
45146.32059843,-342957.02185677,"31115","NE","Nebraska","Loup County"
-93308.60044816,-380895.70613908,"31117","NE","Nebraska","McPherson County"
198553.96302659,-339896.61880243,"31119","NE","Nebraska","Madison County"
156532.71510822,-426596.01120688,"31121","NE","Nebraska","Merrick County"
-249481.20076954,-360964.20573801,"31123","NE","Nebraska","Morrill County"
175062.62984452,-396845.95286006,"31125","NE","Nebraska","Nance County"
350381.91684082,-503384.94252329,"31127","NE","Nebraska","Nemaha County"
166013.02293257,-534232.34687267,"31129","NE","Nebraska","Nuckolls County"
324247.54013632,-475614.32077516,"31131","NE","Nebraska","Otoe County"
320139.6589377,-533911.15572916,"31133","NE","Nebraska","Pawnee County"
-138746.89018261,-459822.89916592,"31135","NE","Nebraska","Perkins County"
48135.25746931,-498934.76644198,"31137","NE","Nebraska","Phelps County"
197415.25599808,-301257.80003922,"31139","NE","Nebraska","Pierce County"
209483.70561072,-378102.28564763,"31141","NE","Nebraska","Platte County"
204970.32948268,-421255.87909328,"31143","NE","Nebraska","Polk County"
-40538.16645881,-536131.7777063,"31145","NE","Nebraska","Red Willow County"
362764.9588806,-531838.54883395,"31147","NE","Nebraska","Richardson County"
44978.85498228,-288358.08699052,"31149","NE","Nebraska","Rock County"
241807.99281053,-493352.1447346,"31151","NE","Nebraska","Saline County"
317005.11339079,-426323.75048687,"31153","NE","Nebraska","Sarpy County"
280594.40090179,-412159.39444036,"31155","NE","Nebraska","Saunders County"
-307027.2301912,-343165.6185427,"31157","NE","Nebraska","Scotts Bluff County"
240600.45400324,-454670.23006191,"31159","NE","Nebraska","Seward County"
-196965.57749961,-278910.28065895,"31161","NE","Nebraska","Sheridan County"
85695.71535146,-419629.63663574,"31163","NE","Nebraska","Sherman County"
-308350.1233461,-295581.5665959,"31165","NE","Nebraska","Sioux County"
232212.14185555,-339015.66966354,"31167","NE","Nebraska","Stanton County"
204468.34544518,-533222.53258715,"31169","NE","Nebraska","Thayer County"
-46054.88936145,-342975.70454675,"31171","NE","Nebraska","Thomas County"
289700.70184023,-307804.63485105,"31173","NE","Nebraska","Thurston County"
84721.21305315,-381091.14340093,"31175","NE","Nebraska","Valley County"
310842.50785835,-377491.06973387,"31177","NE","Nebraska","Washington County"
231610.0887363,-304974.80250484,"31179","NE","Nebraska","Wayne County"
127526.48691609,-535035.28799874,"31181","NE","Nebraska","Webster County"
121845.76028391,-341906.11578439,"31183","NE","Nebraska","Wheeler County"
202148.75881708,-455867.40263904,"31185","NE","Nebraska","York County"
-1561534.8553644,-432868.1276182,"32001","NV","Nevada","Churchill County"
-1362615.26371558,-837327.04270467,"32003","NV","Nevada","Clark County"
-1679770.53787624,-473885.8699593,"32005","NV","Nevada","Douglas County"
-1257030.37277182,-311265.61664356,"32007","NV","Nevada","Elko County"
-1540362.06200695,-627289.46072138,"32009","NV","Nevada","Esmeralda County"
-1373470.81355774,-436948.16331109,"32011","NV","Nevada","Eureka County"
-1491620.52394344,-232142.72203895,"32013","NV","Nevada","Humboldt County"
-1440159.58723202,-402900.29431824,"32015","NV","Nevada","Lander County"
-1305422.25099082,-721951.83559354,"32017","NV","Nevada","Lincoln County"
-1643096.78023077,-445863.63874159,"32019","NV","Nevada","Lyon County"
-1587250.30031717,-549226.73610154,"32021","NV","Nevada","Mineral County"
-1430849.12634681,-580925.02950529,"32023","NV","Nevada","Nye County"
-1544767.72024335,-334621.61862143,"32027","NV","Nevada","Pershing County"
-1661895.79713972,-421169.6105026,"32029","NV","Nevada","Storey County"
-1658677.2164787,-375781.55531798,"32031","NV","Nevada","Washoe County"
-1274004.03667246,-501451.79973791,"32033","NV","Nevada","White Pine County"
-1682569.94924039,-446887.3748243,"32510","NV","Nevada","Carson City"
2238157.78929108,240023.9629579,"33001","NH","New Hampshire","Belknap County"
2250250.69804775,270175.44815403,"33003","NH","New Hampshire","Carroll County"
2204836.24863447,146213.06831867,"33005","NH","New Hampshire","Cheshire County"
2218464.25895325,338579.73692189,"33007","NH","New Hampshire","Coos County"
2201329.68451941,287180.01595087,"33009","NH","New Hampshire","Grafton County"
2245812.56348428,161301.36279099,"33011","NH","New Hampshire","Hillsborough County"
2223313.18470458,208781.29095462,"33013","NH","New Hampshire","Merrimack County"
2285136.68416213,184666.45169987,"33015","NH","New Hampshire","Rockingham County"
2281668.38124582,222595.71931524,"33017","NH","New Hampshire","Strafford County"
2188588.18853125,206058.7268471,"33019","NH","New Hampshire","Sullivan County"
2137055.83380612,-285549.12296565,"34001","NJ","New Jersey","Atlantic County"
2137739.58046141,-107235.70445698,"34003","NJ","New Jersey","Bergen County"
2115623.12209618,-234231.29849696,"34005","NJ","New Jersey","Burlington County"
2094810.51350499,-252210.74444049,"34007","NJ","New Jersey","Camden County"
2133540.18485678,-314501.03244842,"34009","NJ","New Jersey","Cape May County"
2109394.90676138,-307145.20957943,"34011","NJ","New Jersey","Cumberland County"
2125068.63789694,-130382.62694785,"34013","NJ","New Jersey","Essex County"
2081682.77151599,-265375.79748654,"34015","NJ","New Jersey","Gloucester County"
2139981.07342497,-127925.35306699,"34017","NJ","New Jersey","Hudson County"
2078406.44981767,-169756.35334569,"34019","NJ","New Jersey","Hunterdon County"
2104048.42287205,-197038.60721602,"34021","NJ","New Jersey","Mercer County"
2122062.48042667,-182323.92807245,"34023","NJ","New Jersey","Middlesex County"
2149156.17107448,-183671.47346397,"34025","NJ","New Jersey","Monmouth County"
2102722.27178439,-128531.76942072,"34027","NJ","New Jersey","Morris County"
2150243.86102162,-219118.72229298,"34029","NJ","New Jersey","Ocean County"
2107639.54436127,-100109.01011296,"34031","NJ","New Jersey","Passaic County"
2073215.21785138,-286899.85136896,"34033","NJ","New Jersey","Salem County"
2104352.468643,-170714.99174963,"34035","NJ","New Jersey","Somerset County"
2079280.03075085,-101021.46771082,"34037","NJ","New Jersey","Sussex County"
2123542.1958895,-146428.59693738,"34039","NJ","New Jersey","Union County"
2067672.63158122,-136315.08626974,"34041","NJ","New Jersey","Warren County"
-624628.49476853,-1080328.38755924,"35001","NM","New Mexico","Bernalillo County"
-774876.03140246,-1185958.33293925,"35003","NM","New Mexico","Catron County"
-402375.15466324,-1265611.98339091,"35005","NM","New Mexico","Chaves County"
-714849.14109909,-1083904.45624491,"35006","NM","New Mexico","Cibola County"
-408576.50368421,-921420.27871961,"35007","NM","New Mexico","Colfax County"
-304733.92587391,-1156931.58683395,"35009","NM","New Mexico","Curry County"
-411103.72550455,-1177054.34029406,"35011","NM","New Mexico","De Baca County"
-645300.50646458,-1376441.41199786,"35013","NM","New Mexico","Dona Ana County"
-408489.62724856,-1379556.54143232,"35015","NM","New Mexico","Eddy County"
-781936.71854785,-1310112.71298662,"35017","NM","New Mexico","Grant County"
-440351.0134275,-1107863.48152251,"35019","NM","New Mexico","Guadalupe County"
-331686.47891508,-1009800.75783944,"35021","NM","New Mexico","Harding County"
-828830.17501324,-1442057.31254018,"35023","NM","New Mexico","Hidalgo County"
-323338.23965982,-1351088.50722185,"35025","NM","New Mexico","Lea County"
-502418.8305742,-1232472.10586448,"35027","NM","New Mexico","Lincoln County"
-571546.39907088,-993205.83964011,"35028","NM","New Mexico","Los Alamos County"
-733110.52944572,-1390835.31596363,"35029","NM","New Mexico","Luna County"
-777353.84684327,-999723.64512374,"35031","NM","New Mexico","McKinley County"
-453468.44884549,-982860.76747388,"35033","NM","New Mexico","Mora County"
-550220.74062851,-1340961.2779497,"35035","NM","New Mexico","Otero County"
-345225.2505648,-1106898.14621031,"35037","NM","New Mexico","Quay County"
-583031.35496478,-916288.52796084,"35039","NM","New Mexico","Rio Arriba County"
-316088.30435095,-1215739.73923938,"35041","NM","New Mexico","Roosevelt County"
-618351.14698837,-1018069.8816909,"35043","NM","New Mexico","Sandoval County"
-745284.00121941,-907148.85822771,"35045","NM","New Mexico","San Juan County"
-483192.38904216,-1036409.50792253,"35047","NM","New Mexico","San Miguel County"
-543190.84572394,-1040261.93019561,"35049","NM","New Mexico","Santa Fe County"
-691785.0172888,-1288312.03996057,"35051","NM","New Mexico","Sierra County"
-650850.48445486,-1191267.90560035,"35053","NM","New Mexico","Socorro County"
-505987.04348304,-900329.10897608,"35055","NM","New Mexico","Taos County"
-528822.73959779,-1131254.50722214,"35057","NM","New Mexico","Torrance County"
-314594.03870276,-926547.08922785,"35059","NM","New Mexico","Union County"
-612602.72846165,-1120093.34896716,"35061","NM","New Mexico","Valencia County"
2085690.33006627,70104.42203175,"36001","NY","New York","Albany County"
1781367.26798514,-59532.48754092,"36003","NY","New York","Allegany County"
2153177.22418014,-114276.24904616,"36005","NY","New York","Bronx County"
1950970.38779566,-28611.92119621,"36007","NY","New York","Broome County"
1734470.38346143,-78587.77075075,"36009","NY","New York","Cattaraugus County"
1882071.21965596,22909.38010545,"36011","NY","New York","Cayuga County"
1678855.08606644,-96777.48695165,"36013","NY","New York","Chautauqua County"
1882978.43723414,-49310.78283406,"36015","NY","New York","Chemung County"
1964076.45862942,11136.84690395,"36017","NY","New York","Chenango County"
2032307.22602884,311235.2581063,"36019","NY","New York","Clinton County"
2124359.94320705,29640.09324654,"36021","NY","New York","Columbia County"
1925113.42467315,15649.44796806,"36023","NY","New York","Cortland County"
2014347.49042015,-7314.97030144,"36025","NY","New York","Delaware County"
2130883.09392211,-4687.99331126,"36027","NY","New York","Dutchess County"
1717566.47074807,-34776.90579125,"36029","NY","New York","Erie County"
2047580.46289131,246208.78683687,"36031","NY","New York","Essex County"
1994001.74899815,278273.3488042,"36033","NY","New York","Franklin County"
2040317.48767547,115930.23691525,"36035","NY","New York","Fulton County"
1747685.95992945,13687.02940238,"36037","NY","New York","Genesee County"
2082519.68985635,27294.56895027,"36039","NY","New York","Greene County"
2017816.8999748,150693.2246482,"36041","NY","New York","Hamilton County"
1994250.2486003,91939.0423488,"36043","NY","New York","Herkimer County"
1890292.58127227,186356.99553665,"36045","NY","New York","Jefferson County"
2153562.54844207,-139890.48085478,"36047","NY","New York","Kings County"
1934798.04238351,155883.76257431,"36049","NY","New York","Lewis County"
1789078.17849637,-12216.67595593,"36051","NY","New York","Livingston County"
1943401.40629325,56126.37998795,"36053","NY","New York","Madison County"
1781528.44325699,38547.8018608,"36055","NY","New York","Monroe County"
2042271.64617594,89169.72639018,"36057","NY","New York","Montgomery County"
2181905.92423888,-122946.88532197,"36059","NY","New York","Nassau County"
2148829.09510176,-123516.93948408,"36061","NY","New York","New York County"
1705428.44661252,26734.34399221,"36063","NY","New York","Niagara County"
1952728.60569046,101815.98494877,"36065","NY","New York","Oneida County"
1899562.27880541,59560.70995358,"36067","NY","New York","Onondaga County"
1820737.90638539,22489.16718473,"36069","NY","New York","Ontario County"
2104803.62396464,-65998.1194694,"36071","NY","New York","Orange County"
1737335.92687898,40168.71591948,"36073","NY","New York","Orleans County"
1897227.81507215,104656.95264171,"36075","NY","New York","Oswego County"
2002114.83618455,49523.79261569,"36077","NY","New York","Otsego County"
2143709.01575932,-49301.54519892,"36079","NY","New York","Putnam County"
2161740.19939888,-124665.0826289,"36081","NY","New York","Queens County"
2119052.78403356,87248.08502982,"36083","NY","New York","Rensselaer County"
2140566.9359097,-148411.11672087,"36085","NY","New York","Richmond County"
2129820.00368368,-85729.18647964,"36087","NY","New York","Rockland County"
1937667.48837505,244387.99355703,"36089","NY","New York","St. Lawrence County"
2078071.33134604,123939.31853912,"36091","NY","New York","Saratoga County"
2074529.73074727,94041.84056309,"36093","NY","New York","Schenectady County"
2050960.18953075,50953.96611747,"36095","NY","New York","Schoharie County"
1872471.07643483,-22667.52202762,"36097","NY","New York","Schuyler County"
1855424.61421886,27569.23105625,"36099","NY","New York","Seneca County"
1830522.94312837,-51954.51847588,"36101","NY","New York","Steuben County"
2205059.82658791,-106686.03633749,"36103","NY","New York","Suffolk County"
2053008.62925697,-50308.39994877,"36105","NY","New York","Sullivan County"
1920637.1699778,-36101.55792246,"36107","NY","New York","Tioga County"
1899504.63152523,-6185.85573245,"36109","NY","New York","Tompkins County"
2094347.12481018,-19692.7753615,"36111","NY","New York","Ulster County"
2060073.45719553,177965.86860832,"36113","NY","New York","Warren County"
2097715.55437321,173906.09336066,"36115","NY","New York","Washington County"
1828848.46793927,53902.24565502,"36117","NY","New York","Wayne County"
2149008.37717563,-71566.9518173,"36119","NY","New York","Westchester County"
1754327.07415656,-19968.41693269,"36121","NY","New York","Wyoming County"
1846296.47401298,1834.51903439,"36123","NY","New York","Yates County"
1834850.71699046,-768213.59522825,"37001","NC","North Carolina","Alamance County"
1682239.88699734,-818418.2942697,"37003","NC","North Carolina","Alexander County"
1667205.62105064,-756649.82812468,"37005","NC","North Carolina","Alleghany County"
1798817.75198437,-901138.31392321,"37007","NC","North Carolina","Anson County"
1643817.71469415,-769335.43195069,"37009","NC","North Carolina","Ashe County"
1614001.33073747,-815262.76001016,"37011","NC","North Carolina","Avery County"
2071298.19606247,-769619.49356018,"37013","NC","North Carolina","Beaufort County"
2047923.82525405,-707498.41965786,"37015","NC","North Carolina","Bertie County"
1941445.40714088,-902878.35789585,"37017","NC","North Carolina","Bladen County"
1996820.34919767,-952248.52569095,"37019","NC","North Carolina","Brunswick County"
1571647.62697378,-878344.26282148,"37021","NC","North Carolina","Buncombe County"
1639606.4130518,-850732.23337115,"37023","NC","North Carolina","Burke County"
1750292.35528184,-865042.99222286,"37025","NC","North Carolina","Cabarrus County"
1652195.81654592,-823242.49191662,"37027","NC","North Carolina","Caldwell County"
2118380.5423888,-664020.63256848,"37029","NC","North Carolina","Camden County"
2119413.78923984,-819437.66932112,"37031","NC","North Carolina","Carteret County"
1831949.8873794,-728883.24290592,"37033","NC","North Carolina","Caswell County"
1683945.27254165,-846095.37071738,"37035","NC","North Carolina","Catawba County"
1848167.1818807,-806203.11866223,"37037","NC","North Carolina","Chatham County"
1442038.380105,-961194.44847563,"37039","NC","North Carolina","Cherokee County"
2078671.03720069,-702168.45173021,"37041","NC","North Carolina","Chowan County"
1476956.38711042,-959565.81272862,"37043","NC","North Carolina","Clay County"
1663968.04433966,-893676.6013099,"37045","NC","North Carolina","Cleveland County"
1938624.60738031,-945740.67229834,"37047","NC","North Carolina","Columbus County"
2051996.9207944,-804489.24838652,"37049","NC","North Carolina","Craven County"
1905739.6763528,-863516.31387119,"37051","NC","North Carolina","Cumberland County"
2118749.91389537,-643592.7278954,"37053","NC","North Carolina","Currituck County"
2152844.60420093,-706145.54643249,"37055","NC","North Carolina","Dare County"
1768928.95549159,-810363.87113609,"37057","NC","North Carolina","Davidson County"
1736791.56653883,-805103.79599111,"37059","NC","North Carolina","Davie County"
1993423.68838355,-858384.94419862,"37061","NC","North Carolina","Duplin County"
1881959.9373372,-760631.65573147,"37063","NC","North Carolina","Durham County"
1994981.83088526,-742219.94164171,"37065","NC","North Carolina","Edgecombe County"
1755762.20250288,-777232.6695296,"37067","NC","North Carolina","Forsyth County"
1930005.89975468,-741410.74274041,"37069","NC","North Carolina","Franklin County"
1697954.95547889,-888681.68719904,"37071","NC","North Carolina","Gaston County"
2059461.16614726,-661890.52514145,"37073","NC","North Carolina","Gates County"
1456025.48466407,-931963.19110619,"37075","NC","North Carolina","Graham County"
1895361.49341509,-732307.4207516,"37077","NC","North Carolina","Granville County"
1997863.03609204,-789995.45081314,"37079","NC","North Carolina","Greene County"
1800442.77321454,-772836.78765319,"37081","NC","North Carolina","Guilford County"
1970385.916115,-703915.04290567,"37083","NC","North Carolina","Halifax County"
1899013.23358047,-825378.484088,"37085","NC","North Carolina","Harnett County"
1532321.28374645,-895132.46059319,"37087","NC","North Carolina","Haywood County"
1581685.36313187,-911125.89925094,"37089","NC","North Carolina","Henderson County"
2030936.92740498,-680894.98693235,"37091","NC","North Carolina","Hertford County"
1873419.48444753,-874184.37349509,"37093","NC","North Carolina","Hoke County"
2139741.03310399,-761206.9051312,"37095","NC","North Carolina","Hyde County"
1710389.97327944,-826280.06092528,"37097","NC","North Carolina","Iredell County"
1517397.50526683,-919207.86045061,"37099","NC","North Carolina","Jackson County"
1937739.0601444,-804151.40599118,"37101","NC","North Carolina","Johnston County"
2033355.67258626,-829171.77807687,"37103","NC","North Carolina","Jones County"
1866928.5187507,-828469.79572421,"37105","NC","North Carolina","Lee County"
2006390.00180625,-817140.87065186,"37107","NC","North Carolina","Lenoir County"
1690136.44122365,-867470.15130475,"37109","NC","North Carolina","Lincoln County"
1612355.73858534,-864168.13061919,"37111","NC","North Carolina","McDowell County"
1500347.74734172,-945385.68411377,"37113","NC","North Carolina","Macon County"
1552048.87515105,-853759.82697976,"37115","NC","North Carolina","Madison County"
2049879.71868887,-742212.18326173,"37117","NC","North Carolina","Martin County"
1728935.01245731,-888236.99841924,"37119","NC","North Carolina","Mecklenburg County"
1589447.73215826,-821560.66470114,"37121","NC","North Carolina","Mitchell County"
1809657.27139031,-857965.18360002,"37123","NC","North Carolina","Montgomery County"
1844424.31520685,-849222.3336876,"37125","NC","North Carolina","Moore County"
1961590.23663214,-742471.26494895,"37127","NC","North Carolina","Nash County"
2014108.8395736,-924589.3972937,"37129","NC","North Carolina","New Hanover County"
2004594.79920171,-680516.8697546,"37131","NC","North Carolina","Northampton County"
2041191.30868847,-866404.27151293,"37133","NC","North Carolina","Onslow County"
1857631.0797971,-754211.46375124,"37135","NC","North Carolina","Orange County"
2087104.11035246,-810186.91674704,"37137","NC","North Carolina","Pamlico County"
2093173.6584236,-665076.2651406,"37139","NC","North Carolina","Pasquotank County"
1997743.58729453,-899688.58568829,"37141","NC","North Carolina","Pender County"
2085047.75666274,-683659.61312085,"37143","NC","North Carolina","Perquimans County"
1863265.1220337,-721210.26237427,"37145","NC","North Carolina","Person County"
2020766.81157717,-765629.8352326,"37147","NC","North Carolina","Pitt County"
1607886.49411813,-907434.78458494,"37149","NC","North Carolina","Polk County"
1807917.33354558,-813397.84838493,"37151","NC","North Carolina","Randolph County"
1831438.63367622,-885324.1547075,"37153","NC","North Carolina","Richmond County"
1896400.56777413,-915421.84507321,"37155","NC","North Carolina","Robeson County"
1795086.2487415,-737907.94788262,"37157","NC","North Carolina","Rockingham County"
1740795.56656921,-837160.28851058,"37159","NC","North Carolina","Rowan County"
1632775.1242309,-891058.93379096,"37161","NC","North Carolina","Rutherford County"
1947265.1114685,-852921.00427786,"37163","NC","North Carolina","Sampson County"
1858854.46374799,-905356.96030147,"37165","NC","North Carolina","Scotland County"
1779302.47944802,-864667.03052646,"37167","NC","North Carolina","Stanly County"
1753798.92127987,-747311.84573082,"37169","NC","North Carolina","Stokes County"
1710744.36852295,-755853.68900352,"37171","NC","North Carolina","Surry County"
1491762.79694509,-919065.73457745,"37173","NC","North Carolina","Swain County"
1555442.63822604,-928878.64754463,"37175","NC","North Carolina","Transylvania County"
2116538.52974395,-707875.72463948,"37177","NC","North Carolina","Tyrrell County"
1762353.98874668,-906931.95139648,"37179","NC","North Carolina","Union County"
1914553.15333556,-714097.75195255,"37181","NC","North Carolina","Vance County"
1911421.22033664,-771420.66094606,"37183","NC","North Carolina","Wake County"
1937646.91779095,-700959.86949156,"37185","NC","North Carolina","Warren County"
2085459.78859428,-723848.2933405,"37187","NC","North Carolina","Washington County"
1629366.71237395,-795933.88261941,"37189","NC","North Carolina","Watauga County"
1975456.92570177,-810606.44066109,"37191","NC","North Carolina","Wayne County"
1680380.35192378,-785832.39927122,"37193","NC","North Carolina","Wilkes County"
1975925.20770359,-769661.13834856,"37195","NC","North Carolina","Wilson County"
1724843.74135101,-781337.64315771,"37197","NC","North Carolina","Yadkin County"
1584151.95487221,-841446.7420153,"37199","NC","North Carolina","Yancey County"
-210009.42189931,127394.31208035,"38001","ND","North Dakota","Adams County"
147251.45429167,216875.77293984,"38003","ND","North Dakota","Barnes County"
36299.57932739,341832.38147522,"38005","ND","North Dakota","Benson County"
-256010.66998965,243166.93812962,"38007","ND","North Dakota","Billings County"
-87953.85475566,423553.75702732,"38009","ND","North Dakota","Bottineau County"
-271263.57754002,129716.63419638,"38011","ND","North Dakota","Bowman County"
-187636.04779573,422652.15333402,"38013","ND","North Dakota","Burke County"
-36525.67233514,216452.3335916,"38015","ND","North Dakota","Burleigh County"
208827.26505838,218360.69771262,"38017","ND","North Dakota","Cass County"
113102.43303214,420521.60472957,"38019","ND","North Dakota","Cavalier County"
116425.05866618,124580.5313462,"38021","ND","North Dakota","Dickey County"
-256495.51182142,429994.3774839,"38023","ND","North Dakota","Divide County"
-197562.89787265,268807.64463191,"38025","ND","North Dakota","Dunn County"
81612.8849427,302742.51713886,"38027","ND","North Dakota","Eddy County"
-17594.37592902,131525.50352034,"38029","ND","North Dakota","Emmons County"
84027.83831574,273849.31077686,"38031","ND","North Dakota","Foster County"
-291113.16535097,209685.69467131,"38033","ND","North Dakota","Golden Valley County"
188877.73771814,329137.4317391,"38035","ND","North Dakota","Grand Forks County"
-128108.23113999,150371.87026406,"38037","ND","North Dakota","Grant County"
132142.62209848,274585.39610224,"38039","ND","North Dakota","Griggs County"
-178651.22276517,162426.09473466,"38041","ND","North Dakota","Hettinger County"
18108.50843237,211351.63307291,"38043","ND","North Dakota","Kidder County"
112250.48086893,163084.06259087,"38045","ND","North Dakota","LaMoure County"
37981.79471727,162209.4871543,"38047","ND","North Dakota","Logan County"
-46883.60085261,345388.08031601,"38049","ND","North Dakota","McHenry County"
43232.7154325,123806.22993947,"38051","ND","North Dakota","McIntosh County"
-267373.85152886,302941.70497813,"38053","ND","North Dakota","McKenzie County"
-77484.03268717,289620.15140008,"38055","ND","North Dakota","McLean County"
-144548.12108227,263850.52834368,"38057","ND","North Dakota","Mercer County"
-86741.05431434,199511.45028345,"38059","ND","North Dakota","Morton County"
