"x","y","fips","abbr","full","county"
559215.8650126,-418742.02453673,"19117","IA","Iowa","Lucas County"
307965.00257165,-172962.66294544,"19119","IA","Iowa","Lyon County"
499382.21795341,-389846.87659594,"19121","IA","Iowa","Madison County"
613721.83550932,-379972.70926815,"19123","IA","Iowa","Mahaska County"
575603.53487579,-383353.66562433,"19125","IA","Iowa","Marion County"
577489.99872549,-304886.76216095,"19127","IA","Iowa","Marshall County"
367693.47067356,-431454.3393232,"19129","IA","Iowa","Mills County"
582159.03773882,-156994.69117949,"19131","IA","Iowa","Mitchell County"
337607.77359765,-320788.99081565,"19133","IA","Iowa","Monona County"
597587.35816592,-415481.64550954,"19135","IA","Iowa","Monroe County"
406135.76968186,-429388.41553329,"19137","IA","Iowa","Montgomery County"
732360.11978177,-353527.1965494,"19139","IA","Iowa","Muscatine County"
355192.61492491,-203614.28257919,"19141","IA","Iowa","O'Brien County"
354344.35280287,-170776.15227748,"19143","IA","Iowa","Osceola County"
408623.50489044,-461617.82803988,"19145","IA","Iowa","Page County"
431861.04038947,-199165.75231749,"19147","IA","Iowa","Palo Alto County"
309371.78237062,-244630.12564957,"19149","IA","Iowa","Plymouth County"
434317.4196476,-237767.69692541,"19151","IA","Iowa","Pocahontas County"
532521.37921358,-347458.65688293,"19153","IA","Iowa","Polk County"
373161.45465984,-397515.08649374,"19155","IA","Iowa","Pottawattamie County"
619328.00676315,-340268.58703626,"19157","IA","Iowa","Poweshiek County"
484869.93247802,-457193.50125771,"19159","IA","Iowa","Ringgold County"
402550.36897508,-279504.86885167,"19161","IA","Iowa","Sac County"
777611.05669327,-329585.95347737,"19163","IA","Iowa","Scott County"
388820.37494686,-356217.45864563,"19165","IA","Iowa","Shelby County"
312309.98676166,-205663.64228493,"19167","IA","Iowa","Sioux County"
539173.20741775,-308025.92086281,"19169","IA","Iowa","Story County"
615422.24100999,-296697.97780857,"19171","IA","Iowa","Tama County"
446521.4843162,-459636.05070893,"19173","IA","Iowa","Taylor County"
482980.40634568,-424713.20203663,"19175","IA","Iowa","Union County"
675251.36975062,-439256.05041338,"19177","IA","Iowa","Van Buren County"
635998.04242694,-411952.890123,"19179","IA","Iowa","Wapello County"
537346.81572058,-386249.72937231,"19181","IA","Iowa","Warren County"
690592.38877319,-372424.93760928,"19183","IA","Iowa","Washington County"
561770.52005663,-450890.84060167,"19185","IA","Iowa","Wayne County"
478639.15972167,-270290.81218213,"19187","IA","Iowa","Webster County"
505721.37697013,-160960.77146194,"19189","IA","Iowa","Winnebago County"
658946.55951376,-158586.87970916,"19191","IA","Iowa","Winneshiek County"
327139.57687633,-282527.12983373,"19193","IA","Iowa","Woodbury County"
543874.31970294,-157907.8245987,"19195","IA","Iowa","Worth County"
511144.6320996,-232448.33011281,"19197","IA","Iowa","Wright County"
413064.52261816,-778969.17986301,"20001","KS","Kansas","Allen County"
411704.0454061,-742486.398786,"20003","KS","Kansas","Anderson County"
399183.54515989,-596128.5749473,"20005","KS","Kansas","Atchison County"
115489.84501841,-861886.83542736,"20007","KS","Kansas","Barber County"
108417.34508494,-723881.8342582,"20009","KS","Kansas","Barton County"
452872.95623677,-779919.22425669,"20011","KS","Kansas","Bourbon County"
378962.80991568,-564908.12672111,"20013","KS","Kansas","Brown County"
278346.33034169,-798113.51114207,"20015","KS","Kansas","Butler County"
297340.40157241,-738127.66384642,"20017","KS","Kansas","Chase County"
332114.18099352,-864763.57005555,"20019","KS","Kansas","Chautauqua County"
457357.31231177,-855995.42665588,"20021","KS","Kansas","Cherokee County"
-148122.45267114,-578041.42831301,"20023","KS","Kansas","Cheyenne County"
16276.76757665,-862669.85486777,"20025","KS","Kansas","Clark County"
243999.93334094,-623930.58259042,"20027","KS","Kansas","Clay County"
202007.92694078,-610650.0724186,"20029","KS","Kansas","Cloud County"
373093.87771068,-742918.53766353,"20031","KS","Kansas","Coffey County"
64723.63133702,-867330.09132018,"20033","KS","Kansas","Comanche County"
280502.3930571,-857168.92780365,"20035","KS","Kansas","Cowley County"
454640.86725454,-818638.63206313,"20037","KS","Kansas","Crawford County"
-39300.34303798,-579594.85393555,"20039","KS","Kansas","Decatur County"
246954.01447725,-680511.05665009,"20041","KS","Kansas","Dickinson County"
411709.11696205,-569159.61220684,"20043","KS","Kansas","Doniphan County"
405151.90473182,-669055.14285349,"20045","KS","Kansas","Douglas County"
53527.53988739,-792110.1389131,"20047","KS","Kansas","Edwards County"
332243.32847166,-831067.33109986,"20049","KS","Kansas","Elk County"
59126.38210739,-676057.55709742,"20051","KS","Kansas","Ellis County"
156093.69914307,-698826.21140118,"20053","KS","Kansas","Ellsworth County"
-76568.63910959,-768984.40814362,"20055","KS","Kansas","Finney County"
10067.63042092,-811922.32253729,"20057","KS","Kansas","Ford County"
410143.98930885,-703603.20850088,"20059","KS","Kansas","Franklin County"
279586.08657927,-663956.26515391,"20061","KS","Kansas","Geary County"
-41808.92689983,-676038.317554,"20063","KS","Kansas","Gove County"
10045.91361331,-627968.70681825,"20065","KS","Kansas","Graham County"
-115532.2032165,-825537.3326504,"20067","KS","Kansas","Grant County"
-38300.32871715,-799078.70919714,"20069","KS","Kansas","Gray County"
-157464.62764696,-722887.01067158,"20071","KS","Kansas","Greeley County"
330431.75183379,-786489.52833009,"20073","KS","Kansas","Greenwood County"
-157390.60748486,-776132.82371653,"20075","KS","Kansas","Hamilton County"
170827.77783962,-865586.80910146,"20077","KS","Kansas","Harper County"
225463.06203904,-769627.78069753,"20079","KS","Kansas","Harvey County"
-76940.3825267,-826061.27913948,"20081","KS","Kansas","Haskell County"
9720.92392662,-768066.43130906,"20083","KS","Kansas","Hodgeman County"
360100.63814045,-614334.24154829,"20085","KS","Kansas","Jackson County"
397695.49551646,-629015.95142181,"20087","KS","Kansas","Jefferson County"
152390.86185717,-578046.13945465,"20089","KS","Kansas","Jewell County"
451041.26898145,-665945.75293769,"20091","KS","Kansas","Johnson County"
-116144.33870156,-777114.44441183,"20093","KS","Kansas","Kearny County"
160162.5575713,-825045.79303166,"20095","KS","Kansas","Kingman County"
62988.5693307,-826591.55749216,"20097","KS","Kansas","Kiowa County"
417190.90368536,-855885.82104584,"20099","KS","Kansas","Labette County"
-40634.17490624,-724449.25882669,"20101","KS","Kansas","Lane County"
428004.88035869,-625369.8590761,"20103","KS","Kansas","Leavenworth County"
155050.20438557,-660129.04693073,"20105","KS","Kansas","Lincoln County"
451046.00797951,-740231.39865407,"20107","KS","Kansas","Linn County"
-99531.67112657,-675316.66300975,"20109","KS","Kansas","Logan County"
335952.80656219,-732519.74552478,"20111","KS","Kansas","Lyon County"
205319.69353963,-731481.74121867,"20113","KS","Kansas","McPherson County"
252255.27134382,-731757.85315872,"20115","KS","Kansas","Marion County"
297325.46003027,-573582.72079256,"20117","KS","Kansas","Marshall County"
-32138.93990288,-862360.92283766,"20119","KS","Kansas","Meade County"
449095.70793306,-701369.3876615,"20121","KS","Kansas","Miami County"
154082.02173024,-621477.87689436,"20123","KS","Kansas","Mitchell County"
377750.50372691,-857907.51327837,"20125","KS","Kansas","Montgomery County"
288776.96301703,-694836.00140953,"20127","KS","Kansas","Morris County"
-159705.97643659,-865858.63172643,"20129","KS","Kansas","Morton County"
340797.22960295,-571711.01041464,"20131","KS","Kansas","Nemaha County"
414298.69697405,-815260.77549032,"20133","KS","Kansas","Neosho County"
7358.17484878,-724592.3798797,"20135","KS","Kansas","Ness County"
8309.12642254,-579720.43146996,"20137","KS","Kansas","Norton County"
371273.22056065,-696224.8583112,"20139","KS","Kansas","Osage County"
106093.12260931,-627130.69909192,"20141","KS","Kansas","Osborne County"
202911.46540123,-649279.74589407,"20143","KS","Kansas","Ottawa County"
70802.77167353,-758174.50931989,"20145","KS","Kansas","Pawnee County"
55885.95483975,-579448.64858087,"20147","KS","Kansas","Phillips County"
311789.11244063,-618662.33144792,"20149","KS","Kansas","Pottawatomie County"
111201.6060758,-816087.40620928,"20151","KS","Kansas","Pratt County"
-92058.21471126,-579023.36359566,"20153","KS","Kansas","Rawlins County"
173978.98975019,-781238.25255517,"20155","KS","Kansas","Reno County"
200812.45740537,-572028.98468083,"20157","KS","Kansas","Republic County"
156222.03265108,-738314.93258765,"20159","KS","Kansas","Rice County"
284026.31603405,-639821.63123255,"20161","KS","Kansas","Riley County"
58121.07371868,-627698.8346008,"20163","KS","Kansas","Rooks County"
60276.24830108,-719561.6430623,"20165","KS","Kansas","Rush County"
107224.00480588,-675482.07341336,"20167","KS","Kansas","Russell County"
203768.9367196,-687949.32157498,"20169","KS","Kansas","Saline County"
-79042.05494338,-724060.56237351,"20171","KS","Kansas","Scott County"
226676.9786321,-808367.78931913,"20173","KS","Kansas","Sedgwick County"
-75504.60002279,-867020.85120677,"20175","KS","Kansas","Seward County"
366192.28279024,-656119.52912536,"20177","KS","Kansas","Shawnee County"
-38037.79486886,-627846.32214097,"20179","KS","Kansas","Sheridan County"
-148048.58146035,-626285.69869442,"20181","KS","Kansas","Sherman County"
103857.75685811,-578889.60684746,"20183","KS","Kansas","Smith County"
114682.80861499,-772628.64533702,"20185","KS","Kansas","Stafford County"
-157602.11856718,-824649.54788217,"20187","KS","Kansas","Stanton County"
-116444.64072554,-866574.29657864,"20189","KS","Kansas","Stevens County"
223834.439926,-859164.21491511,"20191","KS","Kansas","Sumner County"
-90805.63065282,-627242.83322375,"20193","KS","Kansas","Thomas County"
11006.2218878,-676295.80957792,"20195","KS","Kansas","Trego County"
329791.15190773,-666618.86845062,"20197","KS","Kansas","Wabaunsee County"
-152796.73097339,-674494.10347398,"20199","KS","Kansas","Wallace County"
249057.97775399,-575392.52472608,"20201","KS","Kansas","Washington County"
-117443.59036283,-723758.24346702,"20203","KS","Kansas","Wichita County"
375801.26079499,-817192.73415547,"20205","KS","Kansas","Wilson County"
374398.7225807,-780924.64051142,"20207","KS","Kansas","Woodson County"
447684.26277595,-639014.58973838,"20209","KS","Kansas","Wyandotte County"
1295964.71853875,-769439.88769195,"21001","KY","Kentucky","Adair County"
1225418.46095616,-814696.72919695,"21003","KY","Kentucky","Allen County"
1310546.07419075,-656152.8724747,"21005","KY","Kentucky","Anderson County"
975554.03472662,-820282.39583817,"21007","KY","Kentucky","Ballard County"
1246231.7078814,-786076.67719603,"21009","KY","Kentucky","Barren County"
1407321.2652639,-618208.98088896,"21011","KY","Kentucky","Bath County"
1450025.22787631,-775077.4011853,"21013","KY","Kentucky","Bell County"
1311566.34121792,-543823.94080424,"21015","KY","Kentucky","Boone County"
1371414.07341991,-625074.97234882,"21017","KY","Kentucky","Bourbon County"
1497847.26879115,-577768.98522477,"21019","KY","Kentucky","Boyd County"
1322936.09581203,-700635.26560094,"21021","KY","Kentucky","Boyle County"
1371855.21878688,-569201.45576807,"21023","KY","Kentucky","Bracken County"
1459159.92516966,-683196.42311229,"21025","KY","Kentucky","Breathitt County"
1191090.23004122,-706979.37402418,"21027","KY","Kentucky","Breckinridge County"
1248456.99304292,-674761.04972391,"21029","KY","Kentucky","Bullitt County"
1168952.4537112,-778336.97710814,"21031","KY","Kentucky","Butler County"
1076812.9563378,-798071.88156799,"21033","KY","Kentucky","Caldwell County"
1045149.63412402,-857398.23451711,"21035","KY","Kentucky","Calloway County"
1345512.50252803,-550060.55901917,"21037","KY","Kentucky","Campbell County"
984757.19859067,-839758.88740765,"21039","KY","Kentucky","Carlisle County"
1290869.63343675,-586569.91748452,"21041","KY","Kentucky","Carroll County"
1475658.16761765,-594389.17783693,"21043","KY","Kentucky","Carter County"
1330045.08484435,-735755.17710793,"21045","KY","Kentucky","Casey County"
1110900.12202897,-811011.33596527,"21047","KY","Kentucky","Christian County"
1381226.37695938,-648580.0154674,"21049","KY","Kentucky","Clark County"
1433466.23015625,-728164.33093417,"21051","KY","Kentucky","Clay County"
1320571.00981958,-801931.34382703,"21053","KY","Kentucky","Clinton County"
1048979.67961598,-774798.98238377,"21055","KY","Kentucky","Crittenden County"
1296976.70470476,-795611.35122582,"21057","KY","Kentucky","Cumberland County"
1142447.41794278,-717458.42739362,"21059","KY","Kentucky","Daviess County"
1214180.49582337,-764472.14991481,"21061","KY","Kentucky","Edmonson County"
1468447.61031968,-616783.12164753,"21063","KY","Kentucky","Elliott County"
1403338.56499091,-678455.9001617,"21065","KY","Kentucky","Estill County"
1350434.78338838,-645013.29883213,"21067","KY","Kentucky","Fayette County"
1411308.88272726,-595419.93078254,"21069","KY","Kentucky","Fleming County"
1507789.6638321,-662175.27037233,"21071","KY","Kentucky","Floyd County"
1314687.15858903,-630075.41392183,"21073","KY","Kentucky","Franklin County"
969265.84162961,-873793.30829691,"21075","KY","Kentucky","Fulton County"
1301592.62634874,-578554.79782734,"21077","KY","Kentucky","Gallatin County"
1354751.39929567,-691206.2971178,"21079","KY","Kentucky","Garrard County"
1325949.43449979,-580758.15734517,"21081","KY","Kentucky","Grant County"
1010448.99172051,-852704.44910512,"21083","KY","Kentucky","Graves County"
1207598.00794909,-738115.01169388,"21085","KY","Kentucky","Grayson County"
1274654.41133796,-752699.99799364,"21087","KY","Kentucky","Green County"
1475781.72331915,-569315.02697829,"21089","KY","Kentucky","Greenup County"
1158737.63754014,-705144.07050755,"21091","KY","Kentucky","Hancock County"
1229180.92101028,-710919.5101877,"21093","KY","Kentucky","Hardin County"
1482070.38158036,-757327.14221497,"21095","KY","Kentucky","Harlan County"
1357176.64380061,-600235.09798003,"21097","KY","Kentucky","Harrison County"
1244053.95388954,-750733.0696963,"21099","KY","Kentucky","Hart County"
1095819.33795184,-717188.69772514,"21101","KY","Kentucky","Henderson County"
1289554.49899037,-610969.46461534,"21103","KY","Kentucky","Henry County"
983494.75552669,-859318.25551525,"21105","KY","Kentucky","Hickman County"
1096292.91524009,-775744.03038062,"21107","KY","Kentucky","Hopkins County"
1406591.1404392,-709596.00965153,"21109","KY","Kentucky","Jackson County"
1253891.1013748,-646517.91400736,"21111","KY","Kentucky","Jefferson County"
1346081.97678253,-666117.17030401,"21113","KY","Kentucky","Jessamine County"
1496932.46938882,-639798.19421803,"21115","KY","Kentucky","Johnson County"
1329579.75470071,-545305.62845416,"21117","KY","Kentucky","Kenton County"
1496436.78488979,-697677.34288002,"21119","KY","Kentucky","Knott County"
1430261.86261672,-759498.02280227,"21121","KY","Kentucky","Knox County"
1252952.3414723,-723789.52921558,"21123","KY","Kentucky","Larue County"
1401509.73018447,-744728.95050106,"21125","KY","Kentucky","Laurel County"
1499866.25458763,-614559.12852198,"21127","KY","Kentucky","Lawrence County"
1425956.04702685,-681387.09330796,"21129","KY","Kentucky","Lee County"
1466548.17672768,-732995.45894064,"21131","KY","Kentucky","Leslie County"
1510342.6272408,-721460.25797897,"21133","KY","Kentucky","Letcher County"
1430002.52774137,-575893.55852223,"21135","KY","Kentucky","Lewis County"
1346941.99359687,-712618.94887974,"21137","KY","Kentucky","Lincoln County"
1029887.88761539,-789903.22941098,"21139","KY","Kentucky","Livingston County"
1165297.37884811,-809013.76814718,"21141","KY","Kentucky","Logan County"
1057260.08901968,-812695.98420943,"21143","KY","Kentucky","Lyon County"
999473.64369548,-816568.2938173,"21145","KY","Kentucky","McCracken County"
1377419.32225019,-792382.77154727,"21147","KY","Kentucky","McCreary County"
1122095.62124354,-745815.75647422,"21149","KY","Kentucky","McLean County"
1376035.46547766,-677447.05128674,"21151","KY","Kentucky","Madison County"
1477847.08901714,-656154.90096426,"21153","KY","Kentucky","Magoffin County"
1296693.94648848,-714470.70426337,"21155","KY","Kentucky","Marion County"
1036668.01177841,-830542.63522035,"21157","KY","Kentucky","Marshall County"
1525363.05266924,-640428.25434616,"21159","KY","Kentucky","Martin County"
1396888.97350591,-578013.76857425,"21161","KY","Kentucky","Mason County"
1213720.67629738,-687356.57356265,"21163","KY","Kentucky","Meade County"
1429376.32867769,-645583.92758245,"21165","KY","Kentucky","Menifee County"
1321995.31803888,-679337.834827,"21167","KY","Kentucky","Mercer County"
1272710.71040143,-782168.19679564,"21169","KY","Kentucky","Metcalfe County"
1269229.67949027,-810406.45681279,"21171","KY","Kentucky","Monroe County"
1403027.39046039,-641351.70290812,"21173","KY","Kentucky","Montgomery County"
1456583.42187696,-640993.54506002,"21175","KY","Kentucky","Morgan County"
1134481.0046084,-780094.41454899,"21177","KY","Kentucky","Muhlenberg County"
1267001.85673164,-691820.1679004,"21179","KY","Kentucky","Nelson County"
1385166.67639111,-607513.76962201,"21181","KY","Kentucky","Nicholas County"
1157002.73731645,-743817.29414167,"21183","KY","Kentucky","Ohio County"
1263379.7486373,-624060.36786118,"21185","KY","Kentucky","Oldham County"
1318508.78008197,-604481.20897364,"21187","KY","Kentucky","Owen County"
1434059.06444967,-699037.04434737,"21189","KY","Kentucky","Owsley County"
1349731.53268792,-573711.59631227,"21191","KY","Kentucky","Pendleton County"
1473092.82934876,-707076.63421885,"21193","KY","Kentucky","Perry County"
1544809.81105024,-669729.13713024,"21195","KY","Kentucky","Pike County"
1409652.13931525,-659551.05762429,"21197","KY","Kentucky","Powell County"
1363348.64938262,-749227.57514202,"21199","KY","Kentucky","Pulaski County"
1379265.17997967,-586872.3287775,"21201","KY","Kentucky","Robertson County"
1378928.32878812,-719395.51541977,"21203","KY","Kentucky","Rockcastle County"
1439287.25560955,-614134.32483824,"21205","KY","Kentucky","Rowan County"
1320882.81690157,-773143.75391514,"21207","KY","Kentucky","Russell County"
1337737.80127506,-620812.74707602,"21209","KY","Kentucky","Scott County"
1288438.58937361,-638908.9190392,"21211","KY","Kentucky","Shelby County"
1194134.15814219,-822228.70426617,"21213","KY","Kentucky","Simpson County"
1276417.85260923,-661655.23826726,"21215","KY","Kentucky","Spencer County"
1292036.19336012,-736814.14298883,"21217","KY","Kentucky","Taylor County"
1139059.92142709,-829405.6661485,"21219","KY","Kentucky","Todd County"
1079152.01201484,-831908.39464381,"21221","KY","Kentucky","Trigg County"
1269022.53274772,-600630.14784086,"21223","KY","Kentucky","Trimble County"
1059450.70171754,-739280.86953896,"21225","KY","Kentucky","Union County"
1200876.70448196,-793776.23110732,"21227","KY","Kentucky","Warren County"
1299206.46753457,-690661.93803941,"21229","KY","Kentucky","Washington County"
1344942.97632319,-787565.87995355,"21231","KY","Kentucky","Wayne County"
1083812.48595414,-749034.24079426,"21233","KY","Kentucky","Webster County"
1406225.64076867,-785214.40570621,"21235","KY","Kentucky","Whitley County"
1440318.4918376,-664565.26213263,"21237","KY","Kentucky","Wolfe County"
1329133.27074692,-644236.33083921,"21239","KY","Kentucky","Woodford County"
733024.49812127,-1597324.29912281,"22001","LA","Louisiana","Acadia Parish"
694495.07754969,-1558768.85691847,"22003","LA","Louisiana","Allen Parish"
878118.82694549,-1591711.89679674,"22005","LA","Louisiana","Ascension Parish"
865277.42560541,-1625498.27693563,"22007","LA","Louisiana","Assumption Parish"
766028.807313,-1512981.12510327,"22009","LA","Louisiana","Avoyelles Parish"
640225.58829322,-1563016.39576693,"22011","LA","Louisiana","Beauregard Parish"
659740.86926902,-1379880.33071112,"22013","LA","Louisiana","Bienville Parish"
600385.6613292,-1342789.88398603,"22015","LA","Louisiana","Bossier Parish"
576998.49882444,-1373015.0456839,"22017","LA","Louisiana","Caddo Parish"
635409.18771706,-1613616.07588926,"22019","LA","Louisiana","Calcasieu Parish"
744788.87275281,-1399106.37657501,"22021","LA","Louisiana","Caldwell Parish"
697199.31800628,-1650094.65589575,"22023","LA","Louisiana","Cameron Parish"
774180.86819739,-1431554.10027904,"22025","LA","Louisiana","Catahoula Parish"
654634.4447864,-1323400.30463894,"22027","LA","Louisiana","Claiborne Parish"
796365.02444056,-1454580.16174868,"22029","LA","Louisiana","Concordia Parish"
590151.96809356,-1414590.45257585,"22031","LA","Louisiana","De Soto Parish"
855413.36709323,-1553255.77030339,"22033","LA","Louisiana","East Baton Rouge Parish"
822985.83371565,-1327192.65514327,"22035","LA","Louisiana","East Carroll Parish"
859910.20879925,-1524051.00511406,"22037","LA","Louisiana","East Feliciana Parish"
732716.30698774,-1551423.1734326,"22039","LA","Louisiana","Evangeline Parish"
788047.17872532,-1390771.20728451,"22041","LA","Louisiana","Franklin Parish"
711633.01783814,-1458613.92237848,"22043","LA","Louisiana","Grant Parish"
792070.39006172,-1634857.73936242,"22045","LA","Louisiana","Iberia Parish"
846359.40407005,-1600122.00836265,"22047","LA","Louisiana","Iberville Parish"
702692.55313468,-1378228.89678645,"22049","LA","Louisiana","Jackson Parish"
966539.49793004,-1658099.23855143,"22051","LA","Louisiana","Jefferson Parish"
696842.69272167,-1603031.40196365,"22053","LA","Louisiana","Jefferson Davis Parish"
766266.73219885,-1603565.79833629,"22055","LA","Louisiana","Lafayette Parish"
955723.51850589,-1685830.88460431,"22057","LA","Louisiana","Lafourche Parish"
743196.90533368,-1439310.98893005,"22059","LA","Louisiana","La Salle Parish"
686567.11820149,-1344824.12003417,"22061","LA","Louisiana","Lincoln Parish"
890787.10295135,-1562820.54221249,"22063","LA","Louisiana","Livingston Parish"
821733.44936635,-1358763.98130386,"22065","LA","Louisiana","Madison Parish"
768315.67246956,-1314657.07642971,"22067","LA","Louisiana","Morehouse Parish"
650496.07941823,-1443963.78291258,"22069","LA","Louisiana","Natchitoches Parish"
968473.07759353,-1600114.50261718,"22071","LA","Louisiana","Orleans Parish"
737132.23917184,-1360837.39550752,"22073","LA","Louisiana","Ouachita Parish"
995867.17467578,-1659063.13973381,"22075","LA","Louisiana","Plaquemines Parish"
808088.02996063,-1555635.36022824,"22077","LA","Louisiana","Pointe Coupee Parish"
711664.77035201,-1503102.97825169,"22079","LA","Louisiana","Rapides Parish"
631024.66280611,-1407334.0667892,"22081","LA","Louisiana","Red River Parish"
765551.17768485,-1368596.8632007,"22083","LA","Louisiana","Richland Parish"
615705.12159856,-1467530.90310175,"22085","LA","Louisiana","Sabine Parish"
1026711.28472175,-1609662.7892177,"22087","LA","Louisiana","St. Bernard Parish"
930702.38239236,-1618773.20255945,"22089","LA","Louisiana","St. Charles Parish"
891602.76681737,-1518453.79242177,"22091","LA","Louisiana","St. Helena Parish"
890600.92218704,-1612996.77139125,"22093","LA","Louisiana","St. James Parish"
925074.15387678,-1591304.70460252,"22095","LA","Louisiana","St. John the Baptist Parish"
773303.51667383,-1560598.00791111,"22097","LA","Louisiana","St. Landry Parish"
794639.98567032,-1597010.44550396,"22099","LA","Louisiana","St. Martin Parish"
838248.70895059,-1661322.38930238,"22101","LA","Louisiana","St. Mary Parish"
965562.16480118,-1561883.03050869,"22103","LA","Louisiana","St. Tammany Parish"
923501.7426972,-1548162.6427597,"22105","LA","Louisiana","Tangipahoa Parish"
821324.03000067,-1394916.78456828,"22107","LA","Louisiana","Tensas Parish"
890652.83541382,-1679556.4192516,"22109","LA","Louisiana","Terrebonne Parish"
723929.14135732,-1319071.22305279,"22111","LA","Louisiana","Union Parish"
748680.3379884,-1650415.12238886,"22113","LA","Louisiana","Vermilion Parish"
649901.34125511,-1513751.6822929,"22115","LA","Louisiana","Vernon Parish"
959961.83411909,-1515335.71884671,"22117","LA","Louisiana","Washington Parish"
630493.61463204,-1358733.47241001,"22119","LA","Louisiana","Webster Parish"
839803.19821474,-1573398.11671703,"22121","LA","Louisiana","West Baton Rouge Parish"
801206.65305412,-1314439.69004998,"22123","LA","Louisiana","West Carroll Parish"
828157.91750475,-1524784.98774274,"22125","LA","Louisiana","West Feliciana Parish"
700442.15880205,-1415426.68299366,"22127","LA","Louisiana","Winn Parish"
2311963.48156544,335982.22022705,"23001","ME","Maine","Androscoggin County"
2324495.37314862,676331.74685688,"23003","ME","Maine","Aroostook County"
2314430.3048551,298760.59552753,"23005","ME","Maine","Cumberland County"
2262111.82623948,415689.56050249,"23007","ME","Maine","Franklin County"
2422019.52120756,427883.44678744,"23009","ME","Maine","Hancock County"
2328255.9663199,376498.31191375,"23011","ME","Maine","Kennebec County"
2383220.95989585,371277.10170406,"23013","ME","Maine","Knox County"
2365091.32966019,354974.66410354,"23015","ME","Maine","Lincoln County"
2265997.47672783,351257.15799377,"23017","ME","Maine","Oxford County"
2378478.74056009,460306.87568549,"23019","ME","Maine","Penobscot County"
2292998.8633747,580471.06418133,"23021","ME","Maine","Piscataquis County"
2336980.74475964,332174.79904647,"23023","ME","Maine","Sagadahoc County"
2263609.74572616,478116.90728506,"23025","ME","Maine","Somerset County"
2379805.42444332,406423.13517295,"23027","ME","Maine","Waldo County"
2469663.74530559,494462.77788705,"23029","ME","Maine","Washington County"
2300948.94050461,254356.30067731,"23031","ME","Maine","York County"
1813474.01104586,-360215.15886557,"24001","MD","Maryland","Allegany County"
1991184.18425574,-376170.73159327,"24003","MD","Maryland","Anne Arundel County"
1969230.13023478,-330761.89106769,"24005","MD","Maryland","Baltimore County"
2003232.27736712,-425041.94698974,"24009","MD","Maryland","Calvert County"
2056395.95151918,-371606.06110655,"24011","MD","Maryland","Caroline County"
1940736.04536025,-328247.87498625,"24013","MD","Maryland","Carroll County"
2027757.59845917,-301802.76692723,"24015","MD","Maryland","Cecil County"
1977982.61089141,-440680.27605119,"24017","MD","Maryland","Charles County"
2053315.70951011,-432469.48676599,"24019","MD","Maryland","Dorchester County"
1913000.82560853,-352419.282622,"24021","MD","Maryland","Frederick County"
1756124.57946827,-382924.33733723,"24023","MD","Maryland","Garrett County"
1996484.04044037,-312775.87010381,"24025","MD","Maryland","Harford County"
1958156.07134024,-362600.68692051,"24027","MD","Maryland","Howard County"
2023865.13731335,-347889.43854538,"24029","MD","Maryland","Kent County"
1937675.79514426,-380339.1139268,"24031","MD","Maryland","Montgomery County"
1977753.20507103,-413470.44853077,"24033","MD","Maryland","Prince George's County"
2036233.39701698,-365411.31464126,"24035","MD","Maryland","Queen Anne's County"
2001846.91026562,-456214.33605334,"24037","MD","Maryland","St. Mary's County"
2090096.11499371,-451517.0396846,"24039","MD","Maryland","Somerset County"
2038079.75069112,-397884.86170899,"24041","MD","Maryland","Talbot County"
1882797.31891474,-341694.11971356,"24043","MD","Maryland","Washington County"
2093909.44830603,-426047.25936336,"24045","MD","Maryland","Wicomico County"
2119304.71663,-443318.6026096,"24047","MD","Maryland","Worcester County"
1981530.09752258,-349890.47108528,"24510","MD","Maryland","Baltimore city"
2383812.56344402,67001.53440762,"25001","MA","Massachusetts","Barnstable County"
2155725.80638661,48900.28751577,"25003","MA","Massachusetts","Berkshire County"
2325937.7905813,71586.43738926,"25005","MA","Massachusetts","Bristol County"
2387550.86104411,36423.637589,"25007","MA","Massachusetts","Dukes County"
2311518.59236672,163464.5452769,"25009","MA","Massachusetts","Essex County"
2200549.92260883,107163.23480226,"25011","MA","Massachusetts","Franklin County"
2187200.78566004,50283.18884128,"25013","MA","Massachusetts","Hampden County"
2189404.04514837,73929.87011647,"25015","MA","Massachusetts","Hampshire County"
2292198.73103972,130127.12553946,"25017","MA","Massachusetts","Middlesex County"
2436248.12918016,40682.3739541,"25019","MA","Massachusetts","Nantucket County"
2312268.322643,97742.04489173,"25021","MA","Massachusetts","Norfolk County"
2344316.04360324,94340.85405866,"25023","MA","Massachusetts","Plymouth County"
2315380.62509184,118258.8845395,"25025","MA","Massachusetts","Suffolk County"
2248521.02829201,104651.02342831,"25027","MA","Massachusetts","Worcester County"
1286268.93721795,95862.93439075,"26001","MI","Michigan","Alcona County"
1001199.1509458,227373.75784147,"26003","MI","Michigan","Alger County"
1148151.33562711,-168041.05201326,"26005","MI","Michigan","Allegan County"
1273407.94893116,130846.9743333,"26007","MI","Michigan","Alpena County"
1160063.56430555,105340.04759419,"26009","MI","Michigan","Antrim County"
1274089.0861929,21875.06362573,"26011","MI","Michigan","Arenac County"
882045.99268461,245962.09075117,"26013","MI","Michigan","Baraga County"
1194808.51414404,-159649.29212501,"26015","MI","Michigan","Barry County"
1273700.13257951,-23507.58034964,"26017","MI","Michigan","Bay County"
