subpop,source_infection_stage,source_vaccination_stage,source_variant_type,source_age_strata,destination_infection_stage,destination_vaccination_stage,destination_variant_type,destination_age_strata,no_perturb,date,population,amount
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-01,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-02,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-03,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-04,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-08-05,8454463,169
