ori,dest,amount
01000,02000,0
01000,04000,0
01000,05000,0
01000,06000,0
01000,08000,0
01000,09000,0
01000,11000,0
01000,12000,0
01000,13000,0
01000,15000,0
01000,16000,0
01000,17000,0
01000,18000,0
01000,19000,0
01000,20000,0
01000,21000,0
01000,22000,0
01000,23000,0
01000,24000,0
01000,25000,0
01000,26000,0
01000,27000,0
01000,28000,0
01000,29000,0
01000,30000,0
01000,31000,0
01000,32000,0
01000,33000,0
01000,34000,0
01000,35000,0
01000,36000,0
01000,37000,0
01000,38000,0
01000,39000,0
01000,40000,0
01000,41000,0
01000,42000,0
01000,45000,0
01000,46000,0
01000,47000,0
01000,48000,0
01000,49000,0
01000,50000,0
01000,51000,0
01000,53000,0
01000,54000,0
01000,55000,0
01000,56000,0
02000,04000,0
02000,06000,0
02000,08000,0
02000,09000,0
02000,10000,0
02000,11000,0
02000,12000,0
02000,13000,0
02000,15000,0
02000,16000,0
02000,18000,0
02000,21000,0
02000,22000,0
02000,24000,0
02000,26000,0
02000,27000,0
02000,28000,0
02000,30000,0
02000,31000,0
02000,32000,0
02000,33000,0
02000,34000,0
02000,36000,0
02000,38000,0
02000,40000,0
02000,41000,0
02000,42000,0
02000,46000,0
02000,47000,0
02000,48000,0
02000,49000,0
02000,51000,0
02000,53000,0
02000,56000,0
04000,01000,0
04000,02000,0
04000,05000,0
04000,06000,0
04000,08000,0
04000,09000,0
04000,10000,0
04000,11000,0
04000,12000,0
04000,13000,0
04000,15000,0
04000,16000,0
04000,17000,0
04000,18000,0
04000,19000,0
04000,20000,0
04000,21000,0
04000,22000,0
04000,23000,0
04000,24000,0
04000,25000,0
04000,26000,0
04000,27000,0
04000,28000,0
04000,29000,0
04000,30000,0
04000,31000,0
04000,32000,0
04000,33000,0
04000,34000,0
04000,35000,0
04000,36000,0
04000,37000,0
04000,38000,0
04000,39000,0
04000,40000,0
04000,41000,0
04000,42000,0
04000,44000,0
04000,45000,0
04000,46000,0
04000,47000,0
04000,48000,0
04000,49000,0
04000,50000,0
04000,51000,0
04000,53000,0
04000,54000,0
04000,55000,0
04000,56000,0
05000,01000,0
05000,02000,0
05000,04000,0
05000,06000,0
05000,08000,0
05000,10000,0
05000,11000,0
05000,12000,0
05000,13000,0
05000,15000,0
05000,17000,0
05000,18000,0
05000,19000,0
05000,20000,0
05000,21000,0
05000,22000,0
05000,24000,0
05000,25000,0
05000,26000,0
05000,27000,0
05000,28000,0
05000,29000,0
05000,30000,0
05000,31000,0
05000,32000,0
05000,34000,0
05000,35000,0
05000,36000,0
05000,37000,0
05000,38000,0
05000,39000,0
05000,40000,0
05000,41000,0
05000,42000,0
05000,44000,0
05000,45000,0
05000,46000,0
05000,47000,0
05000,48000,0
05000,49000,0
05000,51000,0
05000,53000,0
05000,54000,0
05000,55000,0
05000,56000,0
06000,01000,0
06000,02000,0
06000,04000,0
06000,05000,0
06000,08000,0
06000,09000,0
