date,subpop,incidCase,incidHosp,currHosp,incidDeath
2023-08-01,56000,0.0,0.0,0.0,0.0
2023-08-02,56000,0.0,0.0,0.0,0.0
2023-08-03,56000,0.0,0.0,0.0,0.0
2023-08-04,56000,0.0,0.0,0.0,0.0
2023-08-05,56000,0.0,0.0,0.0,0.0
2023-08-06,56000,53.72897819556839,0.0,0.0,0.0
2023-08-07,56000,53.72897819556839,0.0,0.0,0.0
2023-08-08,56000,113.41868955934406,5.372897819556839,5.372897819556839,0.0
2023-08-09,56000,113.41868955934406,5.372897819556839,10.745795639113679,0.0
2023-08-10,56000,137.29620581730694,11.341868955934407,22.087664595048086,0.0
2023-08-11,56000,137.29620581730694,11.341868955934407,33.42953355098249,0.0
2023-08-12,56000,146.34877417642667,13.729620581730694,47.159154132713184,0.0
2023-08-13,56000,146.34877417642667,13.729620581730694,60.888774714443876,0.0
2023-08-14,56000,149.25517940240084,14.634877417642668,75.52365213208654,0.0
2023-08-15,56000,149.25517940240084,14.634877417642668,90.15852954972921,0.0
2023-08-16,56000,149.60626247094882,14.925517940240084,105.0840474899693,0.0
2023-08-17,56000,149.60626247094882,14.925517940240084,120.00956543020938,0.0
2023-08-18,56000,148.88858515159598,14.960626247094883,129.59729385774742,0.0
2023-08-19,56000,148.88858515159598,14.960626247094883,139.18502228528547,0.0
2023-08-20,56000,147.71811791350174,14.888858515159598,142.73201184451065,0.0
2023-08-21,56000,147.71811791350174,14.888858515159598,146.27900140373586,0.0
2023-08-22,56000,146.35054599425547,14.771811791350174,147.32119261335532,1.074579563911368
2023-08-23,56000,146.35054599425547,14.771811791350174,148.36338382297478,1.074579563911368
2023-08-24,56000,144.89241519501473,14.635054599425548,148.36356100475768,2.2683737911868813
2023-08-25,56000,144.89241519501473,14.635054599425548,148.36373818654056,2.2683737911868813
2023-08-26,56000,143.38851764064876,14.489241519501475,147.92746176580195,2.745924116346139
2023-08-27,56000,143.38851764064876,14.489241519501475,147.49118534506334,2.745924116346139
2023-08-28,56000,141.85806558207696,14.338851764064877,146.86941086203333,2.9269754835285338
2023-08-29,56000,141.85806558207696,14.338851764064877,146.24763637900332,2.9269754835285338
2023-08-30,56000,140.30966863561176,14.185806558207696,145.5445844220514,2.985103588048017
2023-08-31,56000,140.30966863561176,14.185806558207696,144.84153246509948,2.985103588048017
2023-09-01,56000,138.74753582483117,14.030966863561176,144.10068753731048,2.9921252494189767
2023-09-02,56000,138.74753582483117,14.030966863561176,143.35984260952148,2.9921252494189767
2023-09-03,56000,137.17404398564946,13.874753582483118,142.59954159257902,2.9777717030319195
2023-09-04,56000,137.17404398564946,13.874753582483118,141.83924057563655,2.9777717030319195
2023-09-05,56000,135.59080125028643,13.717404398564947,141.06740345470004,2.954362358270035
2023-09-06,56000,135.59080125028643,13.717404398564947,140.29556633376353,2.954362358270035
2023-09-07,56000,133.99908713714487,13.559080125028643,139.51579469472728,2.9270109198851095
2023-09-08,56000,133.99908713714487,13.559080125028643,138.73602305569102,2.9270109198851095
2023-09-09,56000,132.40003437665746,13.399908713714488,137.95012521119781,2.897848303900295
2023-09-10,56000,132.40003437665746,13.399908713714488,137.1642273667046,2.897848303900295
2023-09-11,56000,130.79470374296304,13.240003437665747,136.37326394080918,2.8677703528129754
2023-09-12,56000,130.79470374296304,13.240003437665747,135.58230051491375,2.8677703528129754
2023-09-13,56000,129.18411457422215,13.079470374296305,134.78701730672697,2.8371613116415393
2023-09-14,56000,129.18411457422215,13.079470374296305,133.99173409854012,2.8371613116415393
2023-09-15,56000,127.56925696117597,12.918411457422216,133.19274115739734,2.8061933727122352
2023-09-16,56000,127.56925696117597,12.918411457422216,132.39374821625455,2.8061933727122352
2023-09-17,56000,125.95109637347119,12.756925696117598,131.59159378734353,2.774950716496624
2023-09-18,56000,125.95109637347119,12.756925696117598,130.7894393584325,2.774950716496624
2023-09-19,56000,124.33057518871854,12.59510963734712,129.9846402820652,2.7434808797129895
2023-09-20,56000,124.33057518871854,12.59510963734712,129.17984120569787,2.7434808797129895
2023-09-21,56000,122.7086129754219,12.433057518871856,128.37289528690394,2.711816025005729
2023-09-22,56000,122.7086129754219,12.433057518871856,127.56594936811001,2.711816025005729
2023-09-23,56000,121.08610629695768,12.27086129754219,126.75734029135589,2.679981742742898
2023-09-24,56000,121.08610629695768,12.27086129754219,125.94873121460182,2.679981742742898
2023-09-25,56000,119.46392835412362,12.108610629695768,125.13893038687547,2.6480006875331497
2023-09-26,56000,119.46392835412362,12.108610629695768,124.32912955914912,2.6480006875331497
2023-09-27,56000,117.84292859715784,11.946392835412363,123.51859669844384,2.615894074859261
2023-09-28,56000,117.84292859715784,11.946392835412363,122.70806383773856,2.615894074859261
2023-09-29,56000,116.22393236062108,11.784292859715784,121.89724706010725,2.5836822914844433
2023-09-30,56000,116.22393236062108,11.784292859715784,121.08643028247593,2.5836822914844433
2023-10-01,56000,114.60774054229944,11.62239323606211,120.27576599966619,2.5513851392235196
2023-10-02,56000,114.60774054229944,11.62239323606211,119.46510171685645,2.5513851392235196
2023-10-03,56000,112.9951293338438,11.460774054229944,118.65501447354416,2.5190219274694243
2023-10-04,56000,112.9951293338438,11.460774054229944,117.84492723023186,2.5190219274694243
2023-10-05,56000,111.38685000522533,11.299512933384381,117.03582953392038,2.4866115037743715
2023-10-06,56000,111.38685000522533,11.299512933384381,116.2267318376089,2.4866115037743715
2023-10-07,56000,109.78362874270104,11.138685000522534,115.41902400271908,2.454172259508438
2023-10-08,56000,109.78362874270104,11.138685000522534,114.61131616782927,2.454172259508438
2023-10-09,56000,108.18616653895141,10.978362874270104,113.80538618238359,2.4217221259391537
2023-10-10,56000,108.18616653895141,10.978362874270104,112.9994561969379,2.4217221259391537
2023-10-11,56000,106.59513913358998,10.818616653895141,112.19567961477094,2.3892785670824725
2023-10-12,56000,106.59513913358998,10.818616653895141,111.39190303260398,2.3892785670824725
2023-10-13,56000,105.01119700202914,10.659513913359,110.59064289173307,2.3568585719431567
2023-10-14,56000,105.01119700202914,10.659513913359,109.78938275086216,2.3568585719431567
2023-10-15,56000,103.43496539057284,10.501119700202914,108.99098951768076,2.324478647212422
2023-10-16,56000,103.43496539057284,10.501119700202914,108.19259628449936,2.324478647212422
2023-10-17,56000,101.8670443955505,10.343496539057284,107.39740782303409,2.292154810845989
2023-10-18,56000,101.8670443955505,10.343496539057284,106.60221936156881,2.292154810845989
2023-10-19,56000,100.30800908427062,10.18670443955505,105.81056092685367,2.2599025866768763
2023-10-20,56000,100.30800908427062,10.18670443955505,105.01890249213852,2.2599025866768763
2023-10-21,56000,98.75840965555909,10.030800908427063,104.23108674667048,2.227737000104507
2023-10-22,56000,98.75840965555909,10.030800908427063,103.44327100120245,2.227737000104507
2023-10-23,56000,97.21877163764096,9.87584096555591,102.65959805339935,2.195672574854021
2023-10-24,56000,97.21877163764096,9.87584096555591,101.87592510559625,2.195672574854021
2023-10-25,56000,95.6895961211311,9.721877163764097,101.09668256915745,2.1637233307790282
2023-10-26,56000,95.6895961211311,9.721877163764097,100.31744003271865,2.1637233307790282
2023-10-27,56000,94.17136002491296,9.56895961211311,99.54290310577449,2.1319027826718
2023-10-28,56000,94.17136002491296,9.56895961211311,98.76836617883032,2.1319027826718
2023-10-29,56000,92.66451639270653,9.417136002491295,97.99879774176657,2.100223940040583
